degree_type,founder_count
"PhD, Chemistry",1
"PhD, Computer Science",1
"PhD, Electrical Engineering",1
"PhD, Electrical Engineering & Co",1
"PhD, Engineering",2
"PhD, MA",1
"PhD, MBA",1
"PhD, MD",1
"PhD, MEng, SB",1
"PhD, MS",4
"PhD, MSc",1
"PhD, Molecular Virology",1
"PhD, Organic Chemistry",1
"PhD, Physics",1
"PhD, SMME",1
"PhD, Semiconductor Physics",1
"PhD, Solid state physics",1
PhD.,1
PhD/M.S.,1
Pharm.D,4
Pharm.D.,1
PharmD,3
PharmD.,1
Pharmacy,1
Pharmacy bachelor degree,1
Phd,3
"Phd Candidate, Electrical Engine",1
Phd interdisciplinary,1
Phi Beta Kappa,1
"Phi Beta Kappa, A.B.",1
Phil. Lic,1
Philosophy,3
Philosophy and Politics,1
Photo studies,1
Photographic Consultant,1
Photography,1
Physical Education,1
Physics,3
Physics doctorate,1
"Physics, CS",1
"Physics, Computer Science",1
Plant Biology,1
Platoon Commander,1
Political Economy,1
Political Science,4
Political Science & Economics,1
Political Science | History,1
"Political Science, Business, The",1
Portfolio,1
Pos-graduacao,1
Posgrado,3
Posgrado Internacional de Direcc,1
Posgraduate Diploma,1
Post  Graduate Diploma,1
Post - Doctoral Research,1
Post - Doctorate,1
Post - Graduation,1
Post Academic,1
Post B.A.,1
Post Baccalaureate,1
Post Degree Course,1
Post Diploma,1
Post Doc,11
Post Doc.,2
Post Doctoral,4
Post Doctoral Fellow,2
Post Doctoral Fellowship,2
Post Doctoral Training,2
Post Doctorat,5
Post Doctorate,2
Post Doctorate Training,1
Post Grad,8
Post Grad Business,1
Post Grad Certificate,1
Post Grad Dip.,1
Post Grad Diploma,2
Post Grad Diploma in Public rela,1
Post Grad Honors Dipl.,1
Post Graduate,43
Post Graduate (Master),1
Post Graduate Certficate in Info,1
Post Graduate Certificate,2
Post Graduate Certificate in Neu,1
Post Graduate DIPLOMA,1
Post Graduate Degree,5
Post Graduate Diploma,18
Post Graduate Diploma In Busines,1
Post Graduate Diploma in Account,1
Post Graduate Diploma in Advance,1
Post Graduate Diploma in Busines,1
Post Graduate Fellowship,1
Post Graduate Program,1
Post Graduate Program in Managam,1
Post Graduate Studies,1
Post Graduate Study,1
Post Graduate Training,1
Post Graduation,13
Post Graduation (More than BA le,1
Post Graduation Diploma,1
Post Graduation Diploma in Manag,1
Post Graduations Degree,1
Post Master's degree - Ph.D. pro,1
Post Masters,1
Post Masters Certificate,1
Post doc,2
Post doctoral research,1
Post doctorate,1
Post graduate,3
Post graduate certificate,2
Post graduate diploma,1
Post graduate medicine,1
Post- Baccalaureate,1
Post-Baccalaureate,2
Post-Baccalaureate Degree,1
Post-Baccalaureate Pre-Medical P,1
Post-Baccalaureate degree,1
Post-Doc,6
Post-Doctoral,12
Post-Doctoral ACS Fellowship,1
Post-Doctoral Bridge,1
Post-Doctoral Fellow,3
Post-Doctoral Fellowship,1
Post-Doctoral Research,2
Post-Doctoral Research Fellowshi,1
Post-Doctoral Studies,1
Post-Doctoral Training,1
Post-Grad,1
Post-Grad Certificate,2
Post-Grad Diploma,1
"Post-Grad,",1
Post-Graduate,11
Post-Graduate Certificate,1
Post-Graduate Degree,2
Post-Graduate Diploma,3
Post-Graduate Diploma in Managem,1
Post-Graduation,1
Post-HBO,1
Post-Master's Certificate,1
Post-University Degree,2
Post-degree / Master,1
Post-diploma,1
Post-doc,3
Post-doctora,1
Post-doctoral,3
Post-doctoral fellowship,1
Post-grad,1
Post-grad Certificate,2
Post-grade diploma,1
Post-graduate,8
Post-graduate Diploma,2
Post-graduate certificate,1
Post-graduate diploma,2
Post-graduation,1
PostDoc,3
PostDoctoral Fellowship,1
PostGrad Dip,1
PostGrad Diploma,1
PostGrad Masters,1
PostGraduate,3
Postdoc,11
Postdoctoral,16
Postdoctoral Fellow,5
"Postdoctoral Fellow, Cell Biolog",1
Postdoctoral Fellowship,4
Postdoctoral Masters Degree,1
Postdoctoral Research,1
Postdoctoral Researcher,1
Postdoctoral Studies,1
Postdoctoral fellowship,2
Postdoctoral research,1
Postdoctoral training,1
Postgrad,1
Postgrad Dip,1
Postgrad research,1
Postgrade,1
"Postgrado en Marketing Digital, ",1
Postgraduate,18
Postgraduate CBA,1
Postgraduate Certificate,1
Postgraduate Certification,1
Postgraduate Degree,3
Postgraduate Diploma,12
Postgraduate Diploma (with disti,1
Postgraduate Diploma In Marketin,1
Postgraduate Diploma in Commerci,1
Postgraduate Diploma in Educatio,1
Postgraduate Diploma with Commen,1
Postgraduate Executive Degree,1
Postgraduate International Busin,1
Postgraduate Program,1
Postgraduate classes,1
Postgraduate degree,2
Postgraduate degree (DEA),1
Postgraduate diploma,1
"Postgraduate diploma in Law, Eng",1
Postgraduate education,1
Postgraduate in Design and Innov,1
Postgraduate legal qualification,1
Postgraduation,3
Postrgraduate,1
Practical Engineer,1
Practical Engineering,1
Pre Law,1
Pre-Master,1
Pre-Medicine,1
Pre-University,1
Pre-doctoral,1
Pre-doctoral Externship,1
Preliminary HSC,1
Preparation of Serial Entreprene,1
Presentation Skills,1
Presidential Key Executive MBA,1
Primary and Secondary education,1
Princeton University,1
Privat Diploma,1
Private Banking Diploma,1
Produccion de bienes y servicios,1
Production Engineering,1
Production and Industrial Engine,1
Prof Diploma,1
Prof. Certification,1
Profesora Básica con Especialida,1
Professional,14
Professional Bachelor ODEC,1
Professional Certificate,7
Professional Certificate in Mana,1
Professional Certification,2
Professional Charter,1
Professional Degree,3
Professional Designation degree ,1
Professional Designation in Mark,1
Professional Development Course,1
Professional Diploma,1
Professional Diploma in Digital ,1
Professional Diploma in Software,1
Professional Financial Planning,1
Professional ISO 9001-2000,1
Professional Postgraduate Diplom,1
Professional Studies,1
Professional certification,1
Professor,2
Professor & 1st Chair,1
Proffessional Diploma,1
Proficiency,1
Program,1
Program Certificate,1
Program for Executive Developmen,1
Project Management,3
Project Manager degree,1
Project Managment Certificate Pr,2
Promotion,1
Propedeuse,1
Prépa,1
Psy.D.,2
PsyD,2
Psych.-BA (Arts),1
Psychology,6
Psychology graduate & Post Gradu,1
Public Affairs,1
Public Policy,1
Public Relations,2
"Public Relations, Advertising, a",1
"Public Relations, Spanish",1
Purdue University,1
Pursuing BA,1
Pós graduação,1
Pós-Graduação,1
Pós-graduação,1
QA,1
Qualification,1
Qualified Chartered Engineer in ,1
Qualified Lawyer,1
Quit Early,1
Quit before Graduating,1
R.N.,2
R.T. (R) Board Certification,1
RA,1
RAC,1
RD,1
REGULAR,1
RHCE,1
RICS Diploma,1
RN,1
"RN,",1
RNCP Niv 1,1
RRLL,1
Radio Communications and Radar S,1
Rated in Approach and Departure,1
Real Estate Broker,1
"Real Estate Finance, Investment,",1
Real Estate Marketing,1
Redakteur,1
Regents Diploma,2
Regents Diploma with Honors,1
Registered Nurse,1
Regular,7
Regular (4 yr) B.E.,1
"Relational Database, Algorithm d",1
Research Assistant,1
Research Degree,1
Research Engineer,1
Research Fellow,1
Research Fellowship,1
Research Master,1
Research Master's,1
Residency,6
Residency in Internal Medicine,1
Residency in Otolaryngology and ,1
"Residency, Radiology",1
Resident,1
Rugular,1
Russian,1
Russian Degree,1
S,1
S.B,12
S.B.,26
S.B. (Scientiae Baccalaureus),1
S.B. and M.Eng.,1
S.B.e,1
S.Kom,1
S.M,3
S.M.,19
S.M. (masters),1
S.M. (on leave),1
S.M. and S.B.,1
S.M. degree,1
"S.M.,",1
S.M.E.E.,1
S1,2
SAB Diploma,1
SAPM,1
SAT,1
SB,44
SB (2),1
SB EE,1
"SB and SM, SB",1
"SB, MEng",1
"SB, SM, EE, EECS",1
"SB, Science Journalism/Education",1
SCPD,1
SCPM,1
SD,1
SDM Graduate Certificate Program,1
SE,1
SEMESTER ABROAD,1
SEO,2
SEP,6
SEP Business,1
SEP45,1
SEPC,1
SFS,1
SH,1
SIE,1
SIGM,1
SM,38
"SM, Managment / Finance",1
SM/MBA,1
"SM/MBA, Biomedical Enterprise Pr",1
SM/SB,1
SME Board,1
SMEE,1
SOPA,1
SSC,9
SSCE,1
SSLC,1
ST,1
STM,1
STaC,1
SVMP,1
SY BSc,1
Sachelors,1
Same as above,1
Sc. B.,2
Sc.B,7
Sc.B.,13
Sc.B. in Computational Biology,1
Sc.D,2
Sc.D.,3
Sc.M.,2
ScB,10
ScD,4
ScM,1
Scholar Exchange - MBA,1
Scholarship,2
Scholarship Certificate,1
School,1
School of Cinema,1
School of Commerce,1
School of Law,1
Schooling,1
Science,5
Science Baccalaureat,1
Science Communication,1
Science Master Mech. Engineering,1
Science Mechanical Engineering,1
Sciences,1
"Sciense Degree in Economics (""Ka",1
Scientiæ Baccalaureus,1
Scrum Master,1
Scrum Master Certification,1
"Scrum master, High School/Second",1
Search Engine Advertising,1
Second  Year Bachelor of  Commer,1
Second Level,1
Second State Examination,1
"Second class honours, upper divi",1
Secondary,1
Secondary Education,2
Secondary School Certificate,2
Secondary School Degree,1
Secondary School Examination 199,1
Secretarial Diploma,1
Selling Skills and Sales Operati,1
Semester Abroad,1
Semester Exchange,1
Semester Study Abroad,1
Semester at Sea: 10 countries in,1
Seminar,1
Seminario,1
Seminario BTL,1
Seminario SEO,1
Senior,1
Senior Cambridge,1
Senior Claims Law Associate SCLA,1
Senior Course 39,1
Senior Executive,1
Senior Executive Program,1
Senior Management Course,1
Senior Professional in Human Res,1
Senior Secondary,2
Sergeant,1
Sergent,1
Series 7 & 63,1
Service Public,1
Shampoo Black Hair,1
Shopping,1
Short Course Certificate,1
Short course,1
Sigma and APPM Certification,1
Signal-corps officer,1
Single Honours,1
Siviløkonom,1
Six Sigma Black Belt,2
Skolkovo Startup Academy graduat,1
Sloan Fellow - M.S.,1
Social Science,1
Sociologia,1
Sociology,1
Socrates-Erasmus Exchange Progra,1
Software,1
Software Engeneering,1
Software Engineer,7
Software Engineering,8
Software and IT,1
Software engineer,1
Software programming,1
Solvay,1
"Som e Imagem,",1
Sophomore Grade,1
Southern Center for Internationa,1
Spe. Master,1
Special Degree in Fiscal Studies,1
Special degree,1
"Specialised Master in Media, Med",1
Specialist,13
Specialist (5 years),3
Specialist (MS equiv,1
Specialist Certificate,1
Specialist Degree,2
Specialist degree,1
Specialist in Balanced Score Car,1
Specialist in Law,1
Speciality,1
Specialization,4
Specialization (In Progress),1
Specialization Course,1
Specialization/Residence,1
Specialized Associate Degree,1
Specialized Graduate Diploma (DE,1
Specialized Master,2
Specialized Master degree,1
Specialized Master in Digital Bu,1
Specializzazione,1
Spin Selling & Complex Sale,1
"Sports Humanities, Business and ",1
Sports Journalism,1
Stanford Certified Project Manag,2
Stanford Executive Program,3
Stanford Ignite,1
Stanford-Thai Exchange Program (,1
Startup Incubator Program,1
Startups,1
State Bar Exam,1
State Exam,2
Statement of Professional Achiev,1
Steven Wyer [Not Updated],1
Strategic Alliances Program,1
Strategic Management,1
Strategy & Innovation,1
Strategy Program,1
"Strategy, Economics, Marketing",1
Stryker Executive Leadership Pro,1
Stud.Soc.Sc,1
Student Exchange,1
Student exchange,1
Studies,1
Studio Art,2
Study Abroad,3
Study Abroad Program,4
"Study abroad, Commerce",1
Stúdentspróf,1
Suffolk Law,1
Summa cum Laude,1
Summa cum Laude Laurea,2
Summa cum laude,1
Summer Certificate,1
Summer Institute for Entrepreneu,1
Summer Program,3
Summer School,3
Summer School Course,1
"Summer Session, Marketing",1
Summer school,1
Summer semester,1
Sun Certified Java Programmer,1
Surgery,1
Surgical Residency,1
Surveying,1
Sustainable Investment Professio,1
Sustaining High Performance,1
Swiss Baccalaureate,1
System Engineer,7
Systems Analyst,1
Systems Engineering,2
TBKha,1
TEC,1
TEFL Certification,1
TEP,1
TGMP,1
TGMP3,1
TIC,1
TPS (repair and maintenance of t,1
TSU,1
TTTC,1
TV/Film,1
Teacher Credential Program,1
Teacher's Degree,1
Teachers Diploma,1
Teaching Certification,2
Teaching Credential,1
Teaching Crediental & MA in Educ,1
Tech,2
Tech Diploma,1
Techanical,1
Technical,3
Technical Degree,1
Technical Engineer,1
Technical Institute Degree,1
Technician,2
Technologist,1
"Technologist Degree, Received Ho",1
Technology,1
"Technology Entrepreneur,",1
Technology Entrepreneurship,1
Technology Transfer Internship,1
Tecn,1
Tecnólogo,1
Telecom & Electronics Engineer,1
Telecom Engineer,1
Telecom engineer,1
Telecommunicacions Engineer,1
Telecommunications,3
Telecommunications Engineering,2
Telecommunications technical Eng,1
"Telecommunications, Networks, Ma",1
Terciario,1
"The Executive Program, Business",1
The Stanford Center for Professi,1
The University of Texas at Austi,1
Theology,1
Thesis,1
Thesis development,1
Three degrees in EE,1
Titre de niveau II,1
Toolmaker Degree,1
Topographic Science,1
Tourism and Travel - Business Ma,1
Toxicology,1
Trade Management,1
Trained,2
Trainee,1
Training,1
Training course,1
Training programme,1
Transfer Degree programs,1
Transferred to IUPUI PhD Program,1
Transition to General Management,1
Travel Study,1
Treasury Cash Management course,1
Trilingual International Baccala,1
Tuck Bridge Program,1
Tuck Executive Program,1
Tucson and a Masters Degree,1
Turismo,1
Técnico Desenvolvimento Web,1
Técnico Medio,1
Técnico em Informática,1
Título Universitario,1
U.S. and International Tax Law,1
UC EAP,1
UCSD Extension,1
UG,3
UIBE,1
USA High School Diploma,1
USAC,1
UTLA,1
UX,1
Ulpanist,1
Under Grad,1
Under Grad.,1
Under Water Basket Weaving,1
Under graduation,1
UnderGrad,1
Undergrad,21
Undergrad Studies,1
"Undergrad, B.S.",1
Undergrad/Masters,1
Undergraduate,11
Undergraduate & Medical degrees,1
Undergraduate Biology,1
Undergraduate Degree,35
Undergraduate Degrees,1
Undergraduate Studies,2
Undergraduate Study,1
Undergraduate course,1
Undergraduate degree,5
Undergraduate equivalent,1
Undergraduate in Businiess,1
Undergraduate studies,2
Undergraduate work,1
"Undergraduate, Electrical Engine",1
Undergraduation,2
Universit,1
Universitario,1
University Admission Certificati,1
University Degree,1
University Degrees,1
University Of Netanya Academic I,1
University degree,2
University of Cambridge Certific,1
University of Connecticut.,1
University of Georgia,1
University of Maryland,1
University of South Carolina,1
Unknown,13
Upper Second Class,1
Urban Studies,1
User Experience,1
VA,1
VC,2
VCE,3
VCPE,1
VEPC,1
VMD,2
VMD and PhD,1
VWO,1
Vanderbilt University,1
Venture Capital,1
Venture Capital Executive Progra,3
Vietnam knowledge,1
Violin & Contrabass,1
Visiting,1
Visiting Fellow,2
Visiting Schola,1
Visiting Scholar,2
Visiting Scholar/Research Analys,1
Visiting Student,1
Visiting student,1
Visual Communication Design,1
Vivastay Reviews,1
Voc. Sch.,1
Voluntary period studying abroad,1
Vordiplom,2
Vordiplom / Bachelor of Science,1
Washington Semester Program,1
"Wayra Academy, Entrepreneurship/",1
Web Markeitng Analyst,1
"Web Systems Especialist, Interne",1
West African Senior Schools Cert,1
Whittier Law School,1
Wine Business,1
Wirtschaftsingenieurwesen,1
Wirtschaftskorrespondent,1
Work on MBA,1
"World Arts and Cultures, Film, T",1
X Grade (ICSE),1
XII Grade,1
XIIth,1
Xth,1
Yale Executive Leadership Certif,1
Yale World Fellow,1
Ylioppilas,1
Young Hacker,1
Zentrale Mittelstufenprüfung,1
a bachelorÂ´s degree,1
academic degree with a major in ,1
academic honors,1
accounting,1
"achelor in Engineering, Mechanic",1
additiona,1
additional,1
ade,1
advanced degrees,1
ahuoora@myopera.com,1
animation,1
architecture,2
arts degrees,1
assoc,1
associate degree,1
associates of art,1
aster of Business Administration,1
attended EE,1
b.pharmacy,1
ba hon,1
bac,1
bacalaur,1
baccalaureate degree,1
bachalors degree,1
bachelor of applied science,1
bachelor of arts,1
bachelor of arts (BA) architectu,1
bachelor of arts degree,2
bachelor of music,1
bachelor of music education,1
bachelor of science degree,1
bachelor science,1
bachelor's,1
bachelor's degree in Economics,1
bachelor's science,1
bachelors,1
bachelors degree,53
bachelors degree in accounting,1
bachelors degree with Honors,1
bachelors degrees,1
bachelorâs and masterâs of s,1
bachelorâs degree,1
bachlor of computer application,1
barchelor,1
batchelor,1
batchelor (ing),1
batchelors,1
bechelor,1
bechlor,1
biomedical engineering,1
biotech,1
boner,1
bsb,1
bsit,1
businees,1
business,6
business administration,2
business administration and acco,1
business adminstration,1
business admnistration,1
business degree,1
business degrees,1
butt,1
c Phil,1
cand.com,1
certificate,3
certificate/ engineering,1
certificates,1
certification,1
certified,1
chancellor's scholar / Bachelors,1
chemical engineering,1
civ.ek.,1
civil engineering,2
college,2
college degree,1
combined MD/PhD degree program,1
communication,1
completo,1
computer engineer,1
computer engineering,1
computer science,2
computerscience,1
degree,45
degree in Economics,1
degree in History,1
degree in Operations Research,1
degree in economics,1
degree in law,1
degree of Doctor,1
degrees,8
degrees Dipl. Betriebswirt (FH) ,1
did not finish,1
dip,1
diploma,11
diplomat engineer,1
"diplome, economics",1
doctor of laws (honorarium),1
doctoral degree,4
doctorate,1
doctorate degree,3
doctorates,1
drop-out,1
dual degree,1
eCornell Certificate,1
"eMBA, Finance, Economics, Manage",1
economist,1
economy,1
electrical engineering and compu,1
electronics,1
emphasis in Marketing,1
engeneer,1
engineer,2
engineering,4
event management,1
executive degree,1
executive program,1
fdsafasd,1
fellowship,1
first class degree,1
first year MA,1
first-class honours degree,1
from,1
gMBA/MGB,1
gdmA,1
grade,1
graduate degrees,1
graduate work,2
graduated,35
graduated cum laude,1
graduated with a Bachelors of Sc,1
graduating,3
graduation,3
healthcare,1
high school,3
high school diploma,1
high school graduate,1
higher education entrance qualif,1
honorary doctor of laws degree,1
honors degree,1
honours degree,1
hydraulic and water resource eng,1
iBBA,1
iMBA,1
in Industrial Engineering,1
incomplete,1
industrial engineering,1
ing,1
ingénieur,1
intermediate,2
international travel tourism and,1
jain,1
journeyman,1
ko,1
"laurea, giurisprudenza",1
law,3
law degree,3
lerick Leuven-Gent Management Sc,1
liberal arts,1
liberal arts studies,1
lic. oec. HSG,1
lic.iur.,1
licence,1
licenciado,1
licenciado en Derecho y Master e,1
licentiate,1
m,1
m.com,1
m.sc in Informatics,1
mag,1
magister,1
magna cum laude,1
major,1
management,1
managment,1
marketing,1
master,1
master degree,2
master of commerce,2
master of engineering,1
master os arts,1
master's,2
master's degree,1
master's degrees,1
masters (2),1
masters in arts,1
masters degree,16
masters degrees,1
masters in business administrat,1
masterâs degree,6
mathematics; politial science,1
"mba, finance",1
measurer and communication engin,1
mechanical engineering,1
media,1
medical,1
medical degree,4
medical degrees,1
medical training,1
minor,1
music,1
natura,1
ndustrial Economics and Technolo,1
no degree,1
non degree,1
non-degree,1
none,2
"none, Law, Musicology, Economics",1
not completed,1
nuclear engineering,1
od,1
of health services and business ,1
on leave,1
patent attorney,1
"pmd,",1
pos,1
post Graduation,1
post doc,2
post grad,1
post graduate,6
post- doctoral research,1
post-Graduated,1
post-doctoral,4
post-doctorate,1
post-graduate,2
post-graduate degree,1
post-graduate diploma,1
post-graduated,1
postdoctoral,2
postdoctoral studies,1
postgrad,1
postgraduate,4
postgraduate degree,1
postgraduate studies,1
potential PHD but thrown out,1
preparatoria,1
program,1
radio engineer,1
real estate,1
rer.nat.,1
sF,1
semester abroad,1
specialist,4
state examination,1
summa cum laude degree in Econom,1
summer coursework,1
teaching certification,1
technical diploma,1
term abroad,1
test,1
theologian,1
thermo energetic engineer,1
travel,1
undergraduate,1
undergraduate degree,12
universitary,1
unknown,1
upper,1
webmedia,1
www.givemedelivery.com,1
Diplomkauffrau degree,1
 MBA,1
